time_sec,coverage,known_cells,total_cells
21.3,0.09591747146619842,437,4556
26.2,0.09591747146619842,437,4556
31.1,0.09591747146619842,437,4556
36.0,0.09591747146619842,437,4556
40.8,0.09591747146619842,437,4556
45.7,0.09591747146619842,437,4556
50.6,0.09591747146619842,437,4556
55.5,0.09591747146619842,437,4556
60.4,0.09591747146619842,437,4556
65.2,0.09591747146619842,437,4556
70.1,0.09591747146619842,437,4556
75.1,0.09591747146619842,437,4556
80.1,0.09591747146619842,437,4556
85.0,0.09591747146619842,437,4556
90.0,0.09591747146619842,437,4556
95.0,0.09591747146619842,437,4556
99.8,0.09591747146619842,437,4556
104.6,0.09591747146619842,437,4556
109.6,0.09591747146619842,437,4556
114.6,0.09591747146619842,437,4556
119.6,0.3132045088566828,1556,4968
124.6,0.3132045088566828,1556,4968
129.6,0.3132045088566828,1556,4968
134.6,0.3132045088566828,1556,4968
139.6,0.3132045088566828,1556,4968
144.6,0.3132045088566828,1556,4968
149.6,0.3132045088566828,1556,4968
154.6,0.3132045088566828,1556,4968
159.6,0.3132045088566828,1556,4968
164.6,0.3132045088566828,1556,4968
169.6,0.5260435038212816,4474,8505
174.6,0.5260435038212816,4474,8505
179.6,0.5260435038212816,4474,8505
184.6,0.5260435038212816,4474,8505
189.6,0.5260435038212816,4474,8505
194.6,0.5260435038212816,4474,8505
199.6,0.5260435038212816,4474,8505
204.6,0.5260435038212816,4474,8505
209.5,0.5260435038212816,4474,8505
214.5,0.5260435038212816,4474,8505
219.5,0.7980733258511036,8533,10692
224.5,0.7980733258511036,8533,10692
229.5,0.7980733258511036,8533,10692
234.5,0.7980733258511036,8533,10692
239.5,0.7980733258511036,8533,10692
244.5,0.7980733258511036,8533,10692
249.5,0.7980733258511036,8533,10692
254.5,0.7980733258511036,8533,10692
259.5,0.7980733258511036,8533,10692
264.5,0.7980733258511036,8533,10692
269.5,0.967511371020143,10423,10773
274.5,0.967511371020143,10423,10773
279.5,0.967511371020143,10423,10773
284.5,0.967511371020143,10423,10773
289.5,0.967511371020143,10423,10773
294.5,0.967511371020143,10423,10773
299.5,0.967511371020143,10423,10773
304.5,0.967511371020143,10423,10773
309.5,0.967511371020143,10423,10773
314.5,0.967511371020143,10423,10773
319.5,0.4462477120195241,10971,24585
324.5,0.4462477120195241,10971,24585
329.5,0.4462477120195241,10971,24585
334.4,0.4462477120195241,10971,24585
339.4,0.4462477120195241,10971,24585
344.4,0.4462477120195241,10971,24585
349.4,0.4462477120195241,10971,24585
354.4,0.4462477120195241,10971,24585
359.4,0.4462477120195241,10971,24585
364.4,0.4462477120195241,10971,24585
369.4,0.49172513727882855,12895,26224
374.4,0.49172513727882855,12895,26224
379.4,0.49172513727882855,12895,26224
384.4,0.49172513727882855,12895,26224
389.4,0.49172513727882855,12895,26224
394.4,0.49172513727882855,12895,26224
399.4,0.49172513727882855,12895,26224
404.4,0.49172513727882855,12895,26224
409.4,0.49172513727882855,12895,26224
414.4,0.49172513727882855,12895,26224
419.4,0.5680292861500915,14896,26224
424.4,0.5680292861500915,14896,26224
429.4,0.5680292861500915,14896,26224
434.4,0.5680292861500915,14896,26224
439.4,0.5680292861500915,14896,26224
444.4,0.5680292861500915,14896,26224
449.4,0.5680292861500915,14896,26224
454.4,0.5680292861500915,14896,26224
459.3,0.5680292861500915,14896,26224
464.3,0.5680292861500915,14896,26224
469.3,0.5558712121212122,17023,30624
474.3,0.5558712121212122,17023,30624
479.3,0.5558712121212122,17023,30624
484.3,0.5558712121212122,17023,30624
489.3,0.5558712121212122,17023,30624
494.3,0.5558712121212122,17023,30624
499.3,0.5558712121212122,17023,30624
504.3,0.5558712121212122,17023,30624
509.3,0.5558712121212122,17023,30624
514.3,0.5558712121212122,17023,30624
519.3,0.572150525354043,20039,35024
524.3,0.572150525354043,20039,35024
529.3,0.572150525354043,20039,35024
534.3,0.572150525354043,20039,35024
539.3,0.572150525354043,20039,35024
544.3,0.572150525354043,20039,35024
549.3,0.572150525354043,20039,35024
554.3,0.572150525354043,20039,35024
559.3,0.572150525354043,20039,35024
564.3,0.572150525354043,20039,35024
569.3,0.5817192759916086,23847,40994
574.3,0.5817192759916086,23847,40994
579.2,0.5817192759916086,23847,40994
584.2,0.5817192759916086,23847,40994
589.2,0.5817192759916086,23847,40994
594.2,0.5817192759916086,23847,40994
599.2,0.5817192759916086,23847,40994
604.2,0.5817192759916086,23847,40994
609.2,0.5817192759916086,23847,40994
614.2,0.5817192759916086,23847,40994
