time_sec,coverage,known_cells,total_cells
20.4,0.007484670982769842,437,58386
25.4,0.007484670982769842,437,58386
30.3,0.007484670982769842,437,58386
35.3,0.007484670982769842,437,58386
40.2,0.007484670982769842,437,58386
45.2,0.007484670982769842,437,58386
50.1,0.007484670982769842,437,58386
55.1,0.007484670982769842,437,58386
60.0,0.007484670982769842,437,58386
65.0,0.007484670982769842,437,58386
69.9,0.03285034083513171,1918,58386
74.9,0.03285034083513171,1918,58386
79.9,0.03285034083513171,1918,58386
84.9,0.03285034083513171,1918,58386
89.9,0.03285034083513171,1918,58386
94.9,0.03285034083513171,1918,58386
99.9,0.03285034083513171,1918,58386
104.9,0.03285034083513171,1918,58386
109.8,0.03285034083513171,1918,58386
114.8,0.03285034083513171,1918,58386
119.8,0.05309492001507211,3100,58386
124.8,0.05309492001507211,3100,58386
129.8,0.05309492001507211,3100,58386
134.8,0.05309492001507211,3100,58386
139.8,0.05309492001507211,3100,58386
144.8,0.05309492001507211,3100,58386
149.8,0.05309492001507211,3100,58386
154.8,0.05309492001507211,3100,58386
159.8,0.05309492001507211,3100,58386
164.8,0.05309492001507211,3100,58386
169.8,0.05309492001507211,3100,58386
174.8,0.05309492001507211,3100,58386
179.8,0.05309492001507211,3100,58386
184.7,0.05309492001507211,3100,58386
189.7,0.05309492001507211,3100,58386
194.7,0.05309492001507211,3100,58386
199.7,0.05309492001507211,3100,58386
204.7,0.05309492001507211,3100,58386
209.7,0.05309492001507211,3100,58386
214.7,0.05309492001507211,3100,58386
219.7,0.05309492001507211,3100,58386
224.7,0.05309492001507211,3100,58386
229.7,0.05309492001507211,3100,58386
234.6,0.05309492001507211,3100,58386
239.6,0.05309492001507211,3100,58386
244.6,0.05309492001507211,3100,58386
249.6,0.05309492001507211,3100,58386
254.5,0.05309492001507211,3100,58386
259.2,0.05309492001507211,3100,58386
263.8,0.05309492001507211,3100,58386
268.6,0.05309492001507211,3100,58386
273.5,0.05309492001507211,3100,58386
278.4,0.05309492001507211,3100,58386
283.4,0.05309492001507211,3100,58386
288.4,0.05309492001507211,3100,58386
293.4,0.05309492001507211,3100,58386
298.4,0.05309492001507211,3100,58386
303.4,0.05309492001507211,3100,58386
308.4,0.05309492001507211,3100,58386
313.4,0.05309492001507211,3100,58386
318.3,0.05309492001507211,3100,58386
323.3,0.05309492001507211,3100,58386
328.3,0.05309492001507211,3100,58386
333.3,0.05309492001507211,3100,58386
338.3,0.05309492001507211,3100,58386
343.3,0.05309492001507211,3100,58386
348.3,0.05309492001507211,3100,58386
353.2,0.05309492001507211,3100,58386
358.2,0.05309492001507211,3100,58386
363.2,0.05309492001507211,3100,58386
368.2,0.05801048196485459,3387,58386
373.2,0.05801048196485459,3387,58386
378.2,0.05801048196485459,3387,58386
383.2,0.05801048196485459,3387,58386
388.1,0.05801048196485459,3387,58386
393.1,0.05801048196485459,3387,58386
398.1,0.05801048196485459,3387,58386
403.1,0.05801048196485459,3387,58386
408.1,0.05801048196485459,3387,58386
413.1,0.05801048196485459,3387,58386
418.1,0.09067242147090056,5294,58386
423.0,0.09067242147090056,5294,58386
428.0,0.09067242147090056,5294,58386
433.0,0.09067242147090056,5294,58386
438.0,0.09067242147090056,5294,58386
443.0,0.09067242147090056,5294,58386
448.0,0.09067242147090056,5294,58386
453.0,0.09067242147090056,5294,58386
458.0,0.09067242147090056,5294,58386
463.0,0.09067242147090056,5294,58386
467.9,0.11367451101291405,6637,58386
472.9,0.11367451101291405,6637,58386
477.9,0.11367451101291405,6637,58386
482.9,0.11367451101291405,6637,58386
487.9,0.11367451101291405,6637,58386
492.9,0.11367451101291405,6637,58386
497.9,0.11367451101291405,6637,58386
502.9,0.11367451101291405,6637,58386
507.8,0.11367451101291405,6637,58386
512.8,0.11367451101291405,6637,58386
517.8,0.12234097215085808,7143,58386
522.8,0.12234097215085808,7143,58386
527.8,0.12234097215085808,7143,58386
532.8,0.12234097215085808,7143,58386
537.8,0.12234097215085808,7143,58386
542.8,0.12234097215085808,7143,58386
547.8,0.12234097215085808,7143,58386
552.8,0.12234097215085808,7143,58386
557.8,0.12234097215085808,7143,58386
562.8,0.12234097215085808,7143,58386
567.7,0.15926763265166308,9299,58386
572.7,0.15926763265166308,9299,58386
577.7,0.15926763265166308,9299,58386
582.7,0.15926763265166308,9299,58386
587.7,0.15926763265166308,9299,58386
592.7,0.15926763265166308,9299,58386
597.7,0.15926763265166308,9299,58386
602.7,0.15926763265166308,9299,58386
607.7,0.15926763265166308,9299,58386
612.7,0.15926763265166308,9299,58386
617.7,0.23894426746137773,13951,58386
622.7,0.23894426746137773,13951,58386
627.7,0.23894426746137773,13951,58386
