time_sec,x,y,yaw
0.3,-1.9999964120705647,-0.5000000360816355,5.3823859994793124e-08
1.3,-1.9999665867719778,-0.5000008290662874,3.8757032415805183e-07
2.3,-1.9999450848816909,-0.5000018171868521,1.2945422898945102e-06
3.3,-1.9999486664505577,-0.5000025763907054,1.664428239928621e-06
4.3,-1.999941963177668,-0.5000031433487304,2.2757906922764034e-06
5.3,-1.99994308891752,-0.5000035601225811,2.591400999479586e-06
6.3,-1.9999403746933384,-0.5000038441552382,2.985798637871439e-06
10.2,-1.99993986163921,-0.5000043636180672,3.742260876352924e-06
15.2,-1.9999386787364697,-0.5000045246551137,4.407795574822047e-06
20.2,-1.9464505949670758,-0.5480321392015396,-1.0196299273856313
25.2,-2.094996404285029,-1.724811527817547,-1.551126794841366
30.2,-2.097023555245452,-1.787806075938312,1.9339837029309124
35.2,-1.979089466612834,-1.9010238504448114,-0.7765982569125622
40.2,-1.6653363567512225,-1.9491819212319943,1.6483503690011347
45.2,-2.083346136200871,-0.8097628859982772,1.557188342920322
50.2,-2.4134423036274137,0.4253255587941376,1.8774820642039973
55.1,-2.509171524979509,0.74622114564816,-2.1240858329226766
60.1,-2.511579263977687,0.7455573822886727,2.5100932413195074
65.1,-2.3677091797905057,1.2292202309091427,1.0705550627341966
70.1,-2.316111385252138,0.470878397413348,-1.7199158184092087
75.1,-2.3012296077566337,-0.787092198437629,-1.5198559648952106
80.1,-2.1823901642206573,-1.886011527848436,-1.1161593174906863
85.1,-2.1853737922636673,-1.8867223236713244,1.3864922203840946
90.1,-2.2490704175629155,-2.1724746477593397,-1.8058312805887715
95.1,-2.405783398991728,-2.212951834828867,1.803788543494725
100.1,-2.3606502927026964,-0.9488074147572393,1.587656732176947
105.1,-2.3125103777662286,0.31946490674062494,1.5657894124192409
110.1,-2.1124748350834968,1.5687630625997575,1.3065710468244096
115.1,-1.694049526933925,2.432766081836291,0.09155658935033574
119.9,-1.6850871457585008,2.2314919101824637,-1.728370062795208
124.9,-2.2713558494401003,1.0918702845132486,-1.951879646232108
129.9,-2.7742394798058396,-0.08138491188771022,-2.0122223765875216
134.9,-3.3506088452101586,-1.2052766183507422,-2.0826737178440964
139.8,-3.5007461587364217,-1.4558144475260426,1.8012270658640943
144.8,-3.9520000339387997,-1.4999127189922643,-3.044057243872142
149.8,-4.011257804810018,-0.7786754138619958,1.3187402392842962
154.8,-3.9618827991283307,0.4882491004790934,1.477611795196364
159.8,-3.829791437574584,1.7428571632511682,1.5833870309143478
164.8,-3.8382562560691715,1.9461749628094993,-0.8672104769339205
169.8,-4.0660727818797975,1.8897045813104656,-2.9132413555150958
174.8,-4.307246319344704,1.4519219569747184,-0.8600537319469014
179.8,-3.445076253059611,0.5120758663955397,-0.9660289204726012
184.8,-2.653916872707751,-0.5046183227841028,-0.9021740889342081
189.8,-1.8188930174486548,-1.4804717032190755,-0.7471681077682505
194.8,-0.8425135498951613,-2.321817632301441,-0.7132280253416504
199.7,-0.7050293785167498,-2.366793659768865,1.4609747823896733
204.7,-1.6648200666153676,-1.6299798531896255,2.4424050535624917
209.7,-2.5829444187588484,-0.7299641855899326,2.3231752911807377
214.7,-3.4720894164320355,0.21167515001142972,2.3711378240110816
219.7,-4.362035242821012,1.1437969357472257,2.3143430283421256
224.7,-4.755297323891882,1.5700391160151634,-3.020136959343814
229.7,-4.138469874156879,0.9013971871613068,-0.9243171992422422
234.7,-3.3384087452117526,-0.07258448293622684,-0.7754453192511414
239.7,-2.4364929807552858,-1.0029958744119398,-0.8023847775334193
244.7,-1.5217483730316503,-1.9164343885353499,-0.7536896841295325
249.7,-0.6960627194997538,-2.6289326193098606,-0.8391310367273502
254.5,-0.4741107238666395,-3.1521475933521677,-1.3132296055915125
259.5,0.10583271940554914,-4.272504075531122,-0.9752567474175213
264.5,0.20969789899310126,-4.428030048162114,2.883718072695899
269.5,-0.2217534067700014,-4.058810526275218,2.2565153408004703
274.4,-1.2077929303615547,-3.273364168646051,2.3388512543380413
279.4,-2.1511790661872667,-2.478516046491851,2.4952237071208874
284.4,-2.168424985797763,-2.461263022920734,-1.1551459601739562
289.4,-1.700663037587952,-2.632152777407084,-0.35076055110918564
294.4,-0.8890517655104558,-2.6538651824255406,0.054631922523242546
299.4,-0.7264150936443774,-2.6493701937913015,2.654459208924935
304.3,-1.201178314961317,-2.449411850583881,2.664772210153963
309.3,-1.4449329345344915,-2.307838176711673,-1.224268162566822
314.3,-1.4326593827332754,-2.308625867792242,0.4669106285850657
319.3,-1.8888785513389061,-1.3251716528495388,2.0122063064983386
324.3,-1.9629554152899311,-0.07967967068594349,1.3552445154334605
329.3,-1.8948078871015426,1.1755488665841793,1.541989598150001
334.3,-1.8771441743443285,2.4370636649092416,1.6403836777572274
339.2,-1.902538250292909,3.1197020425193633,1.5450924202849692
344.2,-2.0659808057872207,2.7769854520169206,-1.5696375699612395
349.2,-1.9847051054429494,1.509234349869841,-1.5521047203246654
354.2,-1.9851259806491954,0.23940243531132824,-1.5966941723349406
359.2,-1.6789178685695738,-0.9840951465689088,-0.964371288822959
364.2,-0.8217211934326457,-1.884768280968508,-0.6867219894928048
369.1,-0.7908348536330264,-1.9011575339355273,0.7433217255545379
374.1,-1.514813690414345,-1.1060147174465516,2.3237521425703864
379.1,-1.857506347034099,0.06958738463009792,1.5945831226218046
384.1,-1.8697266571014788,1.335923388606621,1.5750163585187007
389.1,-1.889126089806383,2.6015509247654323,1.5931361221521119
394.0,-1.8959897760206461,3.2036239258253847,1.9942319738549388
399.0,-1.972721099344006,2.481729953990253,-1.5288446021385176
404.0,-1.961563864292149,1.2164062967245224,-1.5182035875361433
409.0,-1.867985183529359,-0.03602486040120499,-1.482858711964229
414.0,-1.4283165932310569,-1.21832827422844,-0.9113979589117099
418.8,-0.720079297564013,-1.9711556957000564,-0.7814339166044753
423.6,-0.632218362532311,-2.6859668268379844,-1.8167088090840975
428.5,-0.6954384528213936,-3.667662026218909,-1.1847202111955666
433.5,-0.6918681299707572,-3.647518053222179,1.2614996709972566
438.3,-0.5428757282617689,-3.173360980613832,1.2662324193592518
443.3,-0.4366412396753029,-3.6584010669612237,-1.7748738805171347
448.3,-0.46439501392038135,-3.7525149900588657,1.906692912368384
453.3,-0.6194598255344974,-3.2341790467643134,1.8612717085039827
458.2,-0.5275257982953425,-3.2848780739800043,-0.9090185191693064
463.2,-0.5040081525459681,-3.7576476476263228,2.460737549381514
468.2,-0.5120593615694491,-3.303971979781667,1.5866416199754043
472.2,-0.5133969736447419,-3.2192746744475613,1.5870029559242573
476.1,-0.5133968906526027,-3.2192722542607113,1.5870022399233266
481.1,-0.9997182656562609,-3.146436308827529,-2.420462049503288
486.1,-1.0083868107384157,-3.1535610034374213,-0.8287675430788463
491.0,-0.7640120420810397,-3.581689387453395,-1.0525933817104622
495.9,-1.0484732039772344,-3.4524644847981385,2.127610036796801
500.9,-1.7519519711920313,-2.3972988269870448,2.256530620181431
505.9,-2.5353604930265363,-1.3688983695371797,2.2174946654341148
510.9,-3.3191290510172924,-0.3460693892709702,2.221444209412077
515.9,-4.103760701420875,0.6732229994023664,2.2264694765984876
520.2,-4.250084185905787,0.8570931568264505,2.269232272346864
525.2,-3.793845754577674,0.6588934359635142,-0.9907659131813515
530.1,-2.820976530495488,-0.15483223193522982,-0.671655486833757
535.1,-1.8271294288304247,-0.9708352291218127,-0.6843654593654668
540.1,-0.8092235578957342,-1.7390438000511814,-0.6131963284426493
545.1,0.2428235049513184,-2.321929212543675,-0.48932101562923913
550.0,0.248912082350381,-2.3275542366363116,1.2406189420139255
555.0,-0.7279889377419912,-1.764024782342244,2.566760663964783
560.0,-1.7179376387883012,-0.9356885459753445,2.359348911030678
565.0,-2.6220255983125167,-0.025783012713882846,2.322936528544782
570.0,-3.518813621291027,0.9098338806063091,2.3279282183368424
575.0,-4.037120182193917,1.4400117753198705,2.338557261262896
575.0,-4.037120182193917,1.4400117753198705,2.338557261262896
581.9,-4.037526629649918,1.4405884658343537,1.927123658872114
586.9,-4.035659243649255,1.4396411398437292,-3.0254384410411057
591.9,-4.034294392501233,1.4411780799754856,-1.7265560277186522
596.9,-4.035412063369975,1.4429130777997639,-0.42594881886558017
601.9,-4.037382716915297,1.4422909066163496,0.8760267753111551
606.9,-3.81920402925507,0.9515892865681594,-0.6728114818768233
611.9,-2.9630608263079905,-0.007249320480282677,-0.9559226507569039
616.9,-2.215467978734427,-1.0614313140216332,-0.9416257204984791
621.9,-1.4236995747043433,-2.082506947749159,-0.9174499419264084
626.8,-0.6722424684326225,-3.006404436766007,-0.8057725677026976
631.8,-0.6333024477477204,-3.0517351592862565,-0.9296580122898718
636.8,-0.6333033043314444,-3.051736502688612,-0.9296975741753982
641.8,-0.6333032372465455,-3.051737488771692,-0.9297267777982412
646.8,-0.6333027401580853,-3.0517389138240025,-0.9297371459187653
651.8,-0.6333021945800535,-3.0517402666693827,-0.9297444685496653
656.8,-0.6333016558650412,-3.0517415458099477,-0.9297502774265803
661.8,-0.6333011352244284,-3.0517427464133573,-0.9297549214036216
666.8,-0.6333005922130308,-3.0517439223043445,-0.9297585743856503
671.8,-0.6333000388557539,-3.0517450602897047,-0.9297614459639755
676.8,-0.6332994769567057,-3.051746160906873,-0.9297636670222326
681.8,-0.6332989284429216,-3.051747200670939,-0.9297653576954408
686.8,-0.6332983661245146,-3.0517482182449083,-0.9297666135649041
691.8,-0.6332977828880964,-3.05174922710475,-0.929767528761572
696.8,-0.6332971826732484,-3.051750227751071,-0.929768162515038
701.8,-0.6332965806591706,-3.0517512022804496,-0.9297685611077493
706.8,-0.6332959599751794,-3.051752177085492,-0.9297687993896523
711.8,-0.633295364763193,-3.0517530977306175,-0.929768861657934
716.8,-0.6332947221366314,-3.0517540641848457,-0.9297688128032588
721.7,-0.6332941011019112,-3.051754987790941,-0.9297686268526781
726.7,-0.6332934902397068,-3.0517558838681977,-0.9297684040733037
731.7,-0.633292853180397,-3.0517568056568916,-0.9297681046221619
736.7,-0.6332922181016803,-3.051757715684685,-0.9297677444157382
741.7,-0.6332915669225007,-3.0517586404081216,-0.9297673381698766
746.7,-0.6332908962122439,-3.0517595875146886,-0.9297668864626434
751.7,-0.6332902679991204,-3.05176047012425,-0.9297664358471395
756.7,-0.6332896447275204,-3.051761341591225,-0.9297659424348287
761.7,-0.6332889725670187,-3.051762275491948,-0.9297654113895035
766.7,-0.6332883206335014,-3.05176318126552,-0.9297648933550662
771.7,-0.6332876827599007,-3.051764065157321,-0.9297643456869649
776.7,-0.633287056933842,-3.051764930001996,-0.9297638254574676
781.7,-0.6332864192922525,-3.0517658104545142,-0.929763244874517
786.7,-0.6332857350937339,-3.051766752470947,-0.9297626665289421
791.7,-0.6332850770359998,-3.0517676579024005,-0.929762105777068
796.7,-0.6332844296603898,-3.0517685477707897,-0.9297615402400786
801.7,-0.6332837784258284,-3.0517694433801785,-0.9297609566624367
806.7,-0.633283143326803,-3.0517703154457156,-0.9297603485302404
811.7,-0.6332824689658064,-3.051771240230531,-0.9297597671678862
816.7,-0.6332818425341172,-3.0517720995431175,-0.9297591739708776
821.7,-0.633281202890206,-3.051772976939261,-0.9297586027900271
826.7,-0.6332805303688465,-3.0517738986501506,-0.9297580246386353
831.7,-0.6332799041591819,-3.051774757718006,-0.9297574157476125
836.6,-0.6332792284933823,-3.051775683713825,-0.9297568308999703
841.6,-0.6332785784299682,-3.051776574608316,-0.9297562272167018
846.6,-0.6332779374095616,-3.0517774528715087,-0.9297556313889147
851.6,-0.6332773022236852,-3.051778323604174,-0.9297550416596964
856.6,-0.6332766386168712,-3.0517792318862633,-0.9297544697388577
861.6,-0.6332759706153662,-3.0517801465882943,-0.9297538462270175
866.6,-0.6332753213992439,-3.051781037743949,-0.9297532459592011
871.6,-0.6332746798486024,-3.051781915088308,-0.9297526728873812
876.6,-0.6332740337393624,-3.051782799436939,-0.9297520851567849
881.6,-0.633273400797507,-3.051783667270874,-0.9297514890680509
886.6,-0.6332727454928384,-3.0517845644761707,-0.9297508592402414
891.6,-0.6332720684400198,-3.0517854930311716,-0.9297502706939406
896.6,-0.633271432418474,-3.05178636248341,-0.9297496988723368
901.6,-0.6332707905157987,-3.051787243308664,-0.9297490699940931
906.6,-0.6332701242972476,-3.0517881542941647,-0.9297484746504189
911.6,-0.6332694679984635,-3.0517890529123086,-0.9297478807747386
916.6,-0.6332688100757728,-3.051789954458159,-0.9297472936201718
921.5,-0.633268155356279,-3.0517908489912005,-0.9297466899012579
926.5,-0.6332675068380204,-3.0517917394323684,-0.929746088953413
931.5,-0.6332668908882482,-3.0517925829132238,-0.929745496076284
936.5,-0.6332662317115604,-3.0517934842481975,-0.9297448903916129
941.5,-0.633265570748689,-3.0517943900150937,-0.9297442951476254
946.5,-0.6332649374758669,-3.0517952563883686,-0.9297437293712688
951.5,-0.6332642845355863,-3.051796151142747,-0.9297431307664028
956.5,-0.6332635990916167,-3.051797089241436,-0.9297425159569521
961.5,-0.6332629584883985,-3.0517979663928,-0.9297419123712696
966.5,-0.6332623078538255,-3.0517988577650694,-0.9297413058994767
971.5,-0.6332616701990729,-3.0517997306376574,-0.929740743341936
976.5,-0.6332610339455015,-3.051800602640547,-0.9297401385459134
981.5,-0.6332603557778363,-3.0518015325210293,-0.9297395199891871
986.5,-0.6332597285242997,-3.0518023905575444,-0.9297389312965719
991.5,-0.6332590654769087,-3.051803297405103,-0.9297383548172972
996.5,-0.6332584104052146,-3.051804194821521,-0.9297377594844064
1001.5,-0.6332577544631709,-3.0518050931508425,-0.929737169506096
1006.5,-0.6332571195141209,-3.0518059628084546,-0.9297365728929747
1011.5,-0.6332564750921365,-3.051806846677944,-0.9297359489616218
1016.5,-0.6332558210311067,-3.0518077408151827,-0.9297353591195461
1021.5,-0.6332551639117783,-3.0518086403907136,-0.929734780275977
1026.5,-0.6332545024964138,-3.0518095454605527,-0.9297341846648907
1031.5,-0.6332538436747842,-3.0518104482092423,-0.9297335683249963
1036.4,-0.6332531848950924,-3.051811350415706,-0.9297329724910353
1041.4,-0.6332525378631471,-3.0518122356056137,-0.9297323801160147
1046.4,-0.6332518979094846,-3.0518131119856804,-0.9297317947378084
1051.4,-0.6332512458544689,-3.0518140054871883,-0.9297311943465099
1056.4,-0.6332506101457174,-3.051814876309708,-0.9297305933466182
1061.4,-0.633249947370566,-3.0518157841942766,-0.929729970641913
1066.4,-0.6332492749037287,-3.051816704139217,-0.9297293809811159
1071.4,-0.6332486462278981,-3.051817565212647,-0.92972880998039
1076.4,-0.6332480032399129,-3.051818446662777,-0.9297281840572145
1081.4,-0.6332473233964736,-3.0518193764761183,-0.9297276023345328
1086.4,-0.6332467107514389,-3.0518202163071715,-0.9297270134857396
1091.4,-0.6332460233723329,-3.051821157580023,-0.9297264031045527
1096.4,-0.6332453879426652,-3.051822028557864,-0.9297257965899975
1101.4,-0.6332447191999067,-3.0518229417149096,-0.929725205955021
1106.4,-0.6332441025779694,-3.05182378734066,-0.9297246138053519
1111.4,-0.6332434099771254,-3.0518247351724717,-0.9297240119435396
1116.4,-0.6332427896276899,-3.051825584824992,-0.9297234364857487
1121.4,-0.6332421217914503,-3.051826499619015,-0.929722815369267
1126.4,-0.6332415006534555,-3.051827349700496,-0.9297222206739103
