time_sec,coverage,known_cells,total_cells
20.2,0.005226600646447975,304,58164
25.2,0.005226600646447975,304,58164
30.2,0.005226600646447975,304,58164
35.2,0.005226600646447975,304,58164
40.2,0.005226600646447975,304,58164
45.2,0.005226600646447975,304,58164
50.2,0.005226600646447975,304,58164
55.1,0.005226600646447975,304,58164
60.1,0.005226600646447975,304,58164
65.1,0.005226600646447975,304,58164
70.1,0.0514751392613988,2994,58164
75.1,0.0514751392613988,2994,58164
80.1,0.0514751392613988,2994,58164
85.1,0.0514751392613988,2994,58164
90.1,0.0514751392613988,2994,58164
95.1,0.0514751392613988,2994,58164
100.1,0.0514751392613988,2994,58164
105.1,0.0514751392613988,2994,58164
110.1,0.0514751392613988,2994,58164
115.1,0.0514751392613988,2994,58164
119.9,0.07447905921188364,4332,58164
124.9,0.07447905921188364,4332,58164
129.9,0.07447905921188364,4332,58164
134.9,0.07447905921188364,4332,58164
139.8,0.07447905921188364,4332,58164
144.8,0.07447905921188364,4332,58164
149.8,0.07447905921188364,4332,58164
154.8,0.07447905921188364,4332,58164
159.8,0.07447905921188364,4332,58164
164.8,0.07447905921188364,4332,58164
169.8,0.1626951378859776,9463,58164
174.8,0.1626951378859776,9463,58164
179.8,0.1626951378859776,9463,58164
184.8,0.1626951378859776,9463,58164
189.8,0.1626951378859776,9463,58164
194.8,0.1626951378859776,9463,58164
199.7,0.1626951378859776,9463,58164
204.7,0.1626951378859776,9463,58164
209.7,0.1626951378859776,9463,58164
214.7,0.1626951378859776,9463,58164
219.7,0.18900006877106112,10993,58164
224.7,0.18900006877106112,10993,58164
229.7,0.18900006877106112,10993,58164
234.7,0.18900006877106112,10993,58164
239.7,0.18900006877106112,10993,58164
244.7,0.18900006877106112,10993,58164
249.7,0.18900006877106112,10993,58164
254.5,0.18900006877106112,10993,58164
259.5,0.18900006877106112,10993,58164
264.5,0.18900006877106112,10993,58164
269.5,0.20994085688742178,12211,58164
274.4,0.20994085688742178,12211,58164
279.4,0.20994085688742178,12211,58164
284.4,0.20994085688742178,12211,58164
289.4,0.20994085688742178,12211,58164
294.4,0.20994085688742178,12211,58164
299.4,0.20994085688742178,12211,58164
304.3,0.20994085688742178,12211,58164
309.3,0.20994085688742178,12211,58164
314.3,0.20994085688742178,12211,58164
319.3,0.22484698438896913,13078,58164
324.3,0.22484698438896913,13078,58164
329.3,0.22484698438896913,13078,58164
334.3,0.22484698438896913,13078,58164
339.2,0.22484698438896913,13078,58164
344.2,0.22484698438896913,13078,58164
349.2,0.22484698438896913,13078,58164
354.2,0.22484698438896913,13078,58164
359.2,0.22484698438896913,13078,58164
364.2,0.22484698438896913,13078,58164
369.1,0.24845265112440684,14451,58164
374.1,0.24845265112440684,14451,58164
379.1,0.24845265112440684,14451,58164
384.1,0.24845265112440684,14451,58164
389.1,0.24845265112440684,14451,58164
394.0,0.24845265112440684,14451,58164
399.0,0.24845265112440684,14451,58164
404.0,0.24845265112440684,14451,58164
409.0,0.24845265112440684,14451,58164
414.0,0.24845265112440684,14451,58164
418.8,0.2575476239598377,14980,58164
423.6,0.2575476239598377,14980,58164
428.5,0.2575476239598377,14980,58164
433.5,0.2575476239598377,14980,58164
438.3,0.2575476239598377,14980,58164
443.3,0.2575476239598377,14980,58164
448.3,0.2575476239598377,14980,58164
453.3,0.2575476239598377,14980,58164
458.2,0.2575476239598377,14980,58164
463.2,0.2575476239598377,14980,58164
468.2,0.26105494807784885,15184,58164
472.2,0.26105494807784885,15184,58164
476.1,0.26105494807784885,15184,58164
481.1,0.26105494807784885,15184,58164
486.1,0.26105494807784885,15184,58164
491.0,0.26105494807784885,15184,58164
495.9,0.26105494807784885,15184,58164
500.9,0.26105494807784885,15184,58164
505.9,0.26105494807784885,15184,58164
510.9,0.26105494807784885,15184,58164
515.9,0.263771404992779,15342,58164
520.2,0.263771404992779,15342,58164
525.2,0.263771404992779,15342,58164
530.1,0.263771404992779,15342,58164
535.1,0.263771404992779,15342,58164
540.1,0.263771404992779,15342,58164
545.1,0.263771404992779,15342,58164
550.0,0.263771404992779,15342,58164
555.0,0.263771404992779,15342,58164
560.0,0.263771404992779,15342,58164
565.0,0.26507805515439103,15418,58164
570.0,0.26507805515439103,15418,58164
575.0,0.26507805515439103,15418,58164
575.0,0.26507805515439103,15418,58164
581.9,0.26555945258235336,15446,58164
586.9,0.26555945258235336,15446,58164
591.9,0.26555945258235336,15446,58164
596.9,0.26555945258235336,15446,58164
601.9,0.26555945258235336,15446,58164
606.9,0.26555945258235336,15446,58164
611.9,0.2656969947046283,15454,58164
616.9,0.2656969947046283,15454,58164
621.9,0.2656969947046283,15454,58164
626.8,0.2656969947046283,15454,58164
631.8,0.2656969947046283,15454,58164
636.8,0.2656969947046283,15454,58164
641.8,0.2656969947046283,15454,58164
646.8,0.2656969947046283,15454,58164
651.8,0.2656969947046283,15454,58164
656.8,0.2656969947046283,15454,58164
661.8,0.2658001512963345,15460,58164
666.8,0.2658001512963345,15460,58164
671.8,0.2658001512963345,15460,58164
676.8,0.2658001512963345,15460,58164
681.8,0.2658001512963345,15460,58164
